"pathway","log2FC","pvalue","FDR"
"PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Bacteroides.s__Bacteroides_dorei",0.124948849951232,0.535510911025608,0.618577902021584
"PWY-2942: L-lysine biosynthesis III|g__Bacteroides.s__Bacteroides_dorei",0.123662539014362,0.53886645462957,0.622122326682088
"PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Oscillibacter.s__Oscillibacter_sp_CAG_241",-0.0435477418479411,0.542416726638333,0.625647998006974
"PWY-6703: preQ0 biosynthesis|g__Parabacteroides.s__Parabacteroides_merdae",0.00449075275413961,0.542497733389527,0.625647998006974
"PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_dorei",0.149564645911498,0.543029314556857,0.625927938640803
"PWY-5097: L-lysine biosynthesis VI|g__Bacteroides.s__Bacteroides_xylanisolvens",0.113292521473623,0.54368167087022,0.6263467202423
"PWY-6609: adenine and adenosine salvage III|g__Prevotella.s__Prevotella_copri",-0.0950711752611465,0.546116439519757,0.628817388118658
"RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)|g__Bacteroides.s__Bacteroides_dorei",0.15808877026548,0.549731003118009,0.632643167157051
"UNINTEGRATED|g__Anaerostipes.s__Anaerostipes_hadrus",-0.158870173361683,0.550090501589812,0.632720868866838
"COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Bacteroides.s__Bacteroides_xylanisolvens",0.133952481362094,0.551411222368681,0.633903511338425
"PWY-6936: seleno-amino acid biosynthesis|g__Bacteroides.s__Bacteroides_dorei",0.129062804449409,0.551864570706546,0.634088295186153
"HISTSYN-PWY: L-histidine biosynthesis|g__Bacteroides.s__Bacteroides_dorei",0.142098882419379,0.554817086265958,0.637142886029852
"UNINTEGRATED|g__Blautia.s__Ruminococcus_torques",-0.080086390380888,0.556000734522414,0.638163978659996
"PWY-7383: anaerobic energy metabolism (invertebrates, cytosol)",-0.0172733144427933,0.556378798764802,0.638259850144694
"PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Parabacteroides.s__Parabacteroides_merdae",0.00177698533400556,0.558742416544211,0.640215044108011
"PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Parabacteroides.s__Parabacteroides_merdae",0.00177698533400556,0.558742416544211,0.640215044108011
"PWY-7400: L-arginine biosynthesis IV (archaebacteria)|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale",-0.0866601975489564,0.558969480134913,0.640215044108011
"ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale",-0.0866705933639313,0.559686519821177,0.64069766954701
"PWY-5667: CDP-diacylglycerol biosynthesis I|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale",-0.0839028998597948,0.564272159208272,0.645265313458747
"PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale",-0.0839028998597948,0.564272159208272,0.645265313458747
"PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Bacteroides.s__Bacteroides_cellulosilyticus",0.195562500530884,0.564787830226759,0.645490733576083
"PWY-6703: preQ0 biosynthesis|unclassified",-0.0966475218561926,0.565065030730886,0.645490733576083
"THISYNARA-PWY: superpathway of thiamin diphosphate biosynthesis III (eukaryotes)|g__Roseburia.s__Roseburia_faecis",-0.0285170074234248,0.566707741558355,0.647026172790809
"COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Bacteroides.s__Bacteroides_cellulosilyticus",0.221392126093473,0.567771994882468,0.647899901479888
"COA-PWY: coenzyme A biosynthesis I|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale",-0.0888547551480293,0.569153617900317,0.649134678942098
"PWY-6168: flavin biosynthesis III (fungi)|g__Eubacterium.s__Eubacterium_eligens",-0.12424831152955,0.569708455293054,0.649425682598658
"PWY-6385: peptidoglycan biosynthesis III (mycobacteria)|g__Roseburia.s__Roseburia_faecis",0.0192697579700987,0.572708162813939,0.652501886865303
"PWY-5695: urate biosynthesis/inosine 5'-phosphate degradation|g__Roseburia.s__Roseburia_intestinalis_CAG_13",-0.237399287459863,0.573495125468526,0.653055142874564
"PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Roseburia.s__Roseburia_intestinalis",-0.207943721735739,0.574902118010211,0.654313492504268
"RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)|g__Prevotella.s__Prevotella_copri_CAG_164",-0.00524452179460007,0.57643760169668,0.65571668392478
"PWY-6123: inosine-5'-phosphate biosynthesis I|g__Blautia.s__Blautia_wexlerae",0.130458141988745,0.576875056067891,0.655870013903001
"PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Roseburia.s__Roseburia_faecis",0.020951630740807,0.577708166656929,0.65612871967797
"PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis I|g__Prevotella.s__Prevotella_copri_CAG_164",0.00187580119853673,0.577659528888287,0.65612871967797
"PWY-6168: flavin biosynthesis III (fungi)|g__Blautia.s__Ruminococcus_torques",-0.0297935511838314,0.57896595460823,0.656749173631326
"NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|unclassified",0.0386705819487499,0.5791636690399,0.656749173631326
"VALSYN-PWY: L-valine biosynthesis|g__Parabacteroides.s__Parabacteroides_merdae",-0.0209677485113212,0.578643434337955,0.656749173631326
"VALSYN-PWY: L-valine biosynthesis|g__Roseburia.s__Roseburia_intestinalis_CAG_13",-0.231595959718386,0.581080701214415,0.658578388876379
"PANTO-PWY: phosphopantothenate biosynthesis I|g__Bacteroides.s__Bacteroides_dorei",0.13819672441517,0.5826952855984,0.660063086195365
"ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Bacteroides.s__Bacteroides_cellulosilyticus",0.109007596742936,0.583813679690748,0.660984453442974
"PWY-6123: inosine-5'-phosphate biosynthesis I|g__Bacteroides.s__Bacteroides_xylanisolvens",0.253683037079702,0.585897900276118,0.662997780625769
"PWY-6609: adenine and adenosine salvage III|g__Prevotella.s__Prevotella_copri_CAG_164",-0.137327827317893,0.587053506798443,0.663958741770473
"GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Roseburia.s__Roseburia_intestinalis",-0.249624586964216,0.589219754644944,0.666061141531348
"ARO-PWY: chorismate biosynthesis I|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale",-0.0470588397835571,0.589961608011896,0.666552035746496
"PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_xylanisolvens",0.16590012172147,0.591483249064161,0.667922981095381
"PWY-5686: UMP biosynthesis|g__Blautia.s__Ruminococcus_torques",-0.00386935297680676,0.594820756274042,0.670992492892165
"PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale",-0.0362291361235388,0.594809752382697,0.670992492892165
"PWY-3841: folate transformations II|g__Bacteroides.s__Bacteroides_dorei",0.138212392338868,0.595588013654152,0.671508442033583
"PWY-5686: UMP biosynthesis|g__Prevotella.s__Prevotella_copri_CAG_164",-0.042256535635211,0.598367365180322,0.674291253429931
"THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Bacteroides.s__Bacteroides_dorei",0.138176485036169,0.59998158156911,0.675758881112402
"TRNA-CHARGING-PWY: tRNA charging|g__Blautia.s__Ruminococcus_torques",-0.0187782996762664,0.60147615768586,0.676387562898422
"PWY-6700: queuosine biosynthesis|g__Bacteroides.s__Bacteroides_dorei",0.123348886393219,0.601073609856681,0.676387562898422
"COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale",-0.0495733185056871,0.601462574516736,0.676387562898422
"PWY-7539: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)|g__Alistipes.s__Alistipes_putredinis_CAG_67",-0.110165286092735,0.602769991466374,0.677490960325536
"PWY-6124: inosine-5'-phosphate biosynthesis II|g__Blautia.s__Blautia_wexlerae",0.110641376903371,0.603597106048928,0.678068910735109
"COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Roseburia.s__Roseburia_intestinalis",-0.211805639364952,0.605053306739412,0.679352598810522
"PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale",-0.0502039909393531,0.608497402548599,0.682865805967278
"PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Barnesiella.s__Barnesiella_intestinihominis",-0.204614802631053,0.608895762211698,0.682959170141174
"SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I|g__Alistipes.s__Alistipes_finegoldii",-0.0312382172548455,0.609316595276659,0.683077631642276
"PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Roseburia.s__Roseburia_intestinalis_CAG_13",-0.256700757556997,0.61115925925578,0.684789097625272
"PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Parabacteroides.s__Parabacteroides_merdae",0.00798342673136973,0.614986911010234,0.688721775792856
"PWY-2942: L-lysine biosynthesis III|g__Bacteroides.s__Bacteroides_ovatus",0.113772917225592,0.615333194869452,0.688753632893648
"THRESYN-PWY: superpathway of L-threonine biosynthesis|unclassified",-0.0389907858080454,0.616205210827409,0.689373614797623
"PWY-6385: peptidoglycan biosynthesis III (mycobacteria)|g__Bacteroides.s__Bacteroides_xylanisolvens",0.145984528690539,0.617300287411114,0.69024237503606
"PWY-7187: pyrimidine deoxyribonucleotides de novo biosynthesis II|unclassified",-0.0481533176203259,0.619169192857735,0.691975059784792
"PWY-7199: pyrimidine deoxyribonucleosides salvage|g__Bacteroides.s__Bacteroides_cellulosilyticus",0.185449381502772,0.619944720217052,0.692127876718368
"GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)|g__Roseburia.s__Roseburia_intestinalis_CAG_13",-0.216839768824089,0.619918681154813,0.692127876718368
"PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_dorei",0.0889949163324898,0.621560709550937,0.692867420351561
"PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Bacteroides.s__Bacteroides_dorei",0.0889949163324898,0.621560709550937,0.692867420351561
"PWY-5667: CDP-diacylglycerol biosynthesis I|g__Blautia.s__Ruminococcus_torques",0.0528514245806499,0.621886078718868,0.692867420351561
"PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Blautia.s__Ruminococcus_torques",0.0528514245806499,0.621886078718868,0.692867420351561
"UNINTEGRATED|g__Roseburia.s__Roseburia_inulinivorans",0.130969494620046,0.626493046524579,0.697641537419714
"UNINTEGRATED|g__Bifidobacterium.s__Bifidobacterium_adolescentis",0.155772263637139,0.627782829720773,0.698718742683573
"ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Bacteroides.s__Bacteroides_dorei",0.14571254039028,0.628866043733959,0.698876098908901
"PWY-7242: D-fructuronate degradation",0.0133385200962715,0.629536753608756,0.698876098908901
"PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Roseburia.s__Roseburia_intestinalis",-0.247063116075476,0.6291953192264,0.698876098908901
"PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Roseburia.s__Roseburia_intestinalis",-0.247063116075476,0.6291953192264,0.698876098908901
"HISTSYN-PWY: L-histidine biosynthesis|g__Bacteroides.s__Bacteroides_xylanisolvens",0.120524052195119,0.629418884491978,0.698876098908901
"PANTOSYN-PWY: pantothenate and coenzyme A biosynthesis I|g__Parabacteroides.s__Parabacteroides_merdae",0.035406890309473,0.629974243200054,0.699003678962886
"TRNA-CHARGING-PWY: tRNA charging|g__Bacteroides.s__Bacteroides_xylanisolvens",0.105326292501041,0.630672669065338,0.699420508630802
"PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Parabacteroides.s__Parabacteroides_merdae",-0.0171083857814551,0.634824865726472,0.703665209222131
"PWY-6700: queuosine biosynthesis",-0.00489892210862276,0.639885592737842,0.708770116241731
"PWY0-1296: purine ribonucleosides degradation|g__Blautia.s__Ruminococcus_torques",0.0877764345630687,0.640084502761914,0.708770116241731
"PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I|g__Prevotella.s__Prevotella_copri_CAG_164",-0.0240694457432879,0.641301438064531,0.709392657624215
"DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I|g__Roseburia.s__Roseburia_intestinalis_CAG_13",-0.264586898589333,0.641247149360504,0.709392657624215
"COA-PWY-1: coenzyme A biosynthesis II (mammalian)",-0.0062057004566876,0.642482969134559,0.710337037813566
"PWY-7539: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)|g__Prevotella.s__Prevotella_copri_CAG_164",-0.0162810483879853,0.642870497742871,0.710403043655687
"TRNA-CHARGING-PWY: tRNA charging|g__Alistipes.s__Alistipes_finegoldii",0.0192652257509907,0.643266195878336,0.710478005335553
"PWY-6124: inosine-5'-phosphate biosynthesis II|g__Parabacteroides.s__Parabacteroides_merdae",0.00490313351005465,0.648136554420916,0.715492569246116
"PWY0-1061: superpathway of L-alanine biosynthesis|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale",-0.0491215227731042,0.655310257403331,0.723043445923126
"PWY-5695: urate biosynthesis/inosine 5'-phosphate degradation|g__Bacteroides.s__Bacteroides_dorei",0.160610652811633,0.662860925036893,0.731002353463078
"PANTOSYN-PWY: pantothenate and coenzyme A biosynthesis I|g__Roseburia.s__Roseburia_faecis",0.0316392012960071,0.664926750473442,0.732907562703941
"PWY-6737: starch degradation V|g__Blautia.s__Ruminococcus_torques",0.0217119748205528,0.669840848601705,0.737948713228213
"PWY-6609: adenine and adenosine salvage III|g__Fusicatenibacter.s__Fusicatenibacter_saccharivorans",-0.22333680390098,0.674616807758711,0.742455369432771
"PWY-6151: S-adenosyl-L-methionine cycle I|g__Prevotella.s__Prevotella_copri_CAG_164",-0.116624275463208,0.67454848336257,0.742455369432771
"BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|unclassified",-0.0182896578687542,0.679119616499603,0.746936124054706
"PWY-7196: superpathway of pyrimidine ribonucleosides salvage",-0.0850908821767298,0.67937752677057,0.746936124054706
"PWY-7234: inosine-5'-phosphate biosynthesis III|unclassified",-0.168722312261377,0.679925791202779,0.747159832422121
"PWY-6609: adenine and adenosine salvage III|g__Bacteroides.s__Bacteroides_xylanisolvens",0.175485146719884,0.680332292761214,0.747227611968349
"COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Blautia.s__Ruminococcus_torques",-0.0253369183759756,0.681925116800139,0.748218596509317
"ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|unclassified",-0.0765860631684392,0.681789784792885,0.748218596509317
"PWY-5686: UMP biosynthesis|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale",-0.0405771525552836,0.682396997010022,0.748357435486193
"PWY-6168: flavin biosynthesis III (fungi)",0.00949421071685078,0.683997882545608,0.749253263396025
"PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Roseburia.s__Roseburia_intestinalis_CAG_13",-0.230716861765108,0.684251134407353,0.749253263396025
"PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Roseburia.s__Roseburia_intestinalis_CAG_13",-0.230716861765108,0.684251134407353,0.749253263396025
"PWY-5686: UMP biosynthesis",-0.0068912780710025,0.684990044500501,0.749683548703326
"PWY-5686: UMP biosynthesis|g__Bacteroides.s__Bacteroides_xylanisolvens",0.20226910559381,0.685964493582151,0.750371053807432
"PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Blautia.s__Ruminococcus_torques",-0.00401869723484718,0.6878910481415,0.752098840223326
"PWY-5103: L-isoleucine biosynthesis III|g__Blautia.s__Ruminococcus_torques",0.0107900840288014,0.688533258298232,0.752420132772668
"ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Blautia.s__Ruminococcus_torques",-0.0198214839140347,0.688879346294865,0.752420132772668
"ARO-PWY: chorismate biosynthesis I|g__Parabacteroides.s__Parabacteroides_merdae",-0.00392666568008084,0.692243517160631,0.755713703620699
"PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_xylanisolvens",0.319257948938153,0.69563711084876,0.758654061001139
"PWY-1042: glycolysis IV (plant cytosol)|g__Roseburia.s__Roseburia_intestinalis_CAG_13",-0.145446778991521,0.695472046535068,0.758654061001139
"UNINTEGRATED|g__Bacteroides.s__Bacteroides_xylanisolvens",0.107510373357677,0.700603582536725,0.76368609826815
"PWY-5304: superpathway of sulfur oxidation (Acidianus ambivalens)|g__Blautia.s__Ruminococcus_torques",-0.131930213498343,0.70555421100161,0.768695814600547
"PWY-4242: pantothenate and coenzyme A biosynthesis III|g__Roseburia.s__Roseburia_faecis",0.0783797144456724,0.706276053144207,0.769095581489194
"PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_cellulosilyticus",0.193677665275615,0.70668855863015,0.769158265470385
"PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Blautia.s__Ruminococcus_torques",0.00543067321724724,0.713722694052249,0.776424235949409
"NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|g__Blautia.s__Ruminococcus_torques",-0.0646056588156304,0.715233893825272,0.777287787321647
"GLUTORN-PWY: L-ornithine biosynthesis|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale",-0.11647096064031,0.714875470006085,0.777287787321647
"PWY-2942: L-lysine biosynthesis III|g__Parabacteroides.s__Parabacteroides_merdae",-0.00391314562069696,0.716963592541292,0.778776995006005
"PANTO-PWY: phosphopantothenate biosynthesis I|g__Blautia.s__Ruminococcus_torques",-0.162431095715019,0.717601758219666,0.779077581252624
"PWY-7400: L-arginine biosynthesis IV (archaebacteria)|g__Roseburia.s__Roseburia_faecis",-0.00163289765938173,0.717959358450157,0.779077581252624
"PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Roseburia.s__Roseburia_faecis",0.00994502577586702,0.718833806799824,0.779246052693956
"ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Roseburia.s__Roseburia_faecis",-0.00117387645877631,0.718602861374072,0.779246052693956
